food_name,recipe_title,recipe_url,calories_url,source_page_number,ingredient_count,ingredient_sections,serving_label,nutrient_heading,carbohydrates_value,cholesterol_value,energy_value,fat_value,fiber_value,protein_value,sodium_value
Moong Dal Waffles,Moong Dal Waffles Recipe (Healthy Indian Moong Dal Waffles),https://www.tarladalal.com/moong-dal-waffles-with-stir-fried-vegetables-22287r,https://www.tarladalal.com/calories-for-Moong-Dal-Waffles-with-Stir-fried-Vegetables-22287,70,18,For The Moong Dal Waffles | For The Stir-fried Vegetables,waffle,Nutrient values (Abbrv) per waffle,24.8 g,0 mg,163 Calories,2.8 g,4.1 g,10.0 g,31 mg
Cucumber Mint Cooler,Cucumber Mint Cooler Recipe (Mint Cucumber Cooler),https://www.tarladalal.com/minty-cucumber-cooler-1333r,https://www.tarladalal.com/calories-for-Minty-Cucumber-Cooler-1333,70,6,For Minty Cucumber Cooler | For Serving | For The Garnish,glasse,Nutrient values (Abbrv) per glasse,6.3 g,0 mg,40 Calories,0.2 g,2.7 g,3.2 g,47 mg
Ker Aur Kismis,Ker Aur Kismis Recipe (Rajasthani Ker Aur Kismis Sabzi),https://www.tarladalal.com/ker-aur-kismis-3876r,https://www.tarladalal.com/calories-for-Ker-Aur-Kismis-3876,70,6,For Ker Aur Kismis,serving,Nutrient values (Abbrv) per serving,17.8 g,0 mg,182 Calories,10.7 g,0.2 g,3.5 g,2 mg
Baked Beans And Spring Onion Dip,Baked Beans And Spring Onion Dip Recipe,https://www.tarladalal.com/baked-beans-and-spring-onion-dip-baked-beans-dip-2100r,https://www.tarladalal.com/calories-for-Baked-Beans-and-Spring-Onion-Dip-Baked-Beans-Dip-2100,70,11,For Baked Beans and Spring Onion Dip | For Serving | For The Garnish,cup,Nutrient values (Abbrv) per cup,47.3 g,0 mg,249 Calories,4.9 g,16.0 g,11.8 g,945 mg
Sweet Corn And Spinach Wrap,Sweet Corn And Spinach Wrap Recipe,https://www.tarladalal.com/sweet-corn-and-spinach-wrap---tiffin-recipe-33060r,https://www.tarladalal.com/calories-for-Sweet-Corn-and-Spinach-Wrap---Tiffin-Recipe-33060,70,10,For The Sweet Corn and Spinach Rolls | Other Ingredients For Sweet Corn and Spinach Wrap,wrap,Nutrient values (Abbrv) per wrap,28.0 g,0 mg,307 Calories,20.2 g,1.9 g,5.0 g,39 mg
Corn Cheese Balls Wrap,Corn Cheese Balls Wrap Recipe (Mexican Wrap),https://www.tarladalal.com/corn-cheese-balls-wrap-mexican-wrap-32657r,https://www.tarladalal.com/calories-for-Corn-Cheese-Balls-Wrap-Mexican-Wrap-32657,70,29,For The Cheese Corn Balls | For The Salsa | Other Ingredients,wrap,Nutrient values (Abbrv) per wrap,84.1 g,39 mg,774 Calories,43.8 g,6.8 g,17.5 g,616 mg
Spinach Green Peas Rice,Spinach Green Peas Rice Recipe (Palak Matar Pulao),https://www.tarladalal.com/spinach-and-green-pea-rice-2469r,https://www.tarladalal.com/calories-for-Spinach-and-Green-Pea-Rice-2469,70,14,For Serving With Spinach and Green Pea Rice | For Spinach and Green Pea Rice | To Be Ground Into A Smooth Paste (using Little Water),serving,Nutrient values (Abbrv) per serving,26.3 g,0 mg,145 Calories,2.9 g,3.1 g,3.4 g,18 mg
Dalia And Vegetable Salad,Dalia And Vegetable Salad Recipe,https://www.tarladalal.com/dalia-vegetable-salad-healthy-indian-broken-wheat-salad-33017r,https://www.tarladalal.com/calories-for-Dalia-Vegetable-Salad-Healthy-Indian-Broken-Wheat-Salad-33017,70,13,For Dalia and Vegetable Salad Recipe | To Be Mixed Into A Pudina Lemon Dressing,serving,Nutrient values (Abbrv) per serving,19.2 g,0 mg,99 Calories,1.2 g,2.5 g,3.3 g,23 mg
Bread Gulab Jamun,Bread Gulab Jamun Recipe (Instant Gulab Jamun),https://www.tarladalal.com/bread-gulab-jamun-recipe-quick-indian-sweet-42125r,https://www.tarladalal.com/calories-for-Bread-Gulab-Jamun-Recipe-Quick-Indian-Sweet-42125,70,5,For The Bread Gulab Jamuns | For The Sugar Syrup,serving,Nutrient values (Abbrv) per serving,45.4 g,1 mg,288 Calories,10.2 g,0.0 g,2.9 g,1 mg
Basil And Tomato Pasta,Basil And Tomato Pasta Recipe (Dinner Recipes),https://www.tarladalal.com/basil-and-tomato-pasta-6501r,https://www.tarladalal.com/calories-for-Basil-and-Tomato-Pasta-6501,70,12,For The Basil and Tomato Sauce | For The Garnish | Main Ingredients,serving,Nutrient values (Abbrv) per serving,76.9 g,0 mg,467 Calories,11.2 g,1.7 g,13.4 g,75 mg
Healthy Vegetable Burger,Healthy Vegetable Burger Recipe,https://www.tarladalal.com/healthy-burger-veg-burger-burger-with-whole-wheat-burger-buns-1441r,https://www.tarladalal.com/calories-for-Healthy-Burger-Veg-Burger-Burger-with-Whole-Wheat-Burger-Buns-1441,70,16,For The Cutlets | Other Ingredients,burger,Nutrient values (Abbrv) per burger,47.6 g,0 mg,314 Calories,9.5 g,5.8 g,9.8 g,132 mg
Lilva Rice,Lilva Rice Recipe (Gujarati Fresh Vaal Rice),https://www.tarladalal.com/lilva-rice--gujarat-recipe-625r,https://www.tarladalal.com/calories-for-Lilva-Rice--Gujarati-Recipe-625,70,12,For Serving | To Be Ground Into A Smooth Paste (using 1 Tbsp Of Water) | for Lilva Rice,serving,Nutrient values (Abbrv) per serving,33.7 g,0 mg,194 Calories,4.8 g,2.3 g,4.0 g,21 mg
Nachni Methi Muthia,Nachni Methi Muthia Recipe (Ragi Palak Methi Muthiya),https://www.tarladalal.com/nachni-methi-muthia-35091r,https://www.tarladalal.com/calories-for-Nachni-Methi-Muthia-35091,70,19,For Nachni Methi Muthia | For Serving | For The Garnish | Other Ingredients,serving,Nutrient values (Abbrv) per serving,28.4 g,1 mg,168 Calories,4.3 g,5.2 g,4.6 g,15 mg
Watermelon Muskmelon Juice,Watermelon Muskmelon Juice Recipe,https://www.tarladalal.com/healthy-watermelon-muskmelon-juice-melon-juice-3090r,https://www.tarladalal.com/calories-for-Healthy-Watermelon-Muskmelon-Juice-Melon-Juice-3090,70,4,For Watermelon Muskmelon Juice,medium glasse,Nutrient values (Abbrv) per medium glasse,5.5 g,0 mg,27 Calories,0.3 g,1.1 g,0.4 g,102 mg
Pineapple Sheera ( Low Calorie Healthy Cooking ),Pineapple Sheera ( Low Calorie Healthy Cooking ) Recipe,https://www.tarladalal.com/pineapple-sheera--low-calorie-healthy-cooking--33008r,https://www.tarladalal.com/calories-for-Pineapple-Sheera--Low-Calorie-Healthy-Cooking--33008,71,9,For The Garnish | Main Ingredients,serving,Nutrient values (Abbrv) per serving,37.1 g,0 mg,204 Calories,3.6 g,1.2 g,5.6 g,47 mg
Green Peas Uttapam,Green Peas Uttapam Recipe (Hare Matar Ke Uttapam),https://www.tarladalal.com/green-peas-uttapam-hare-matar-ke-uttapam-36416r,https://www.tarladalal.com/calories-for-Green-Peas-Uttapam-Hare-Matar-Ke-Uttapam-36416,71,10,For Green Peas Uttapam | For Serving With Green Peas Uttapam,uttapa,Nutrient values (Abbrv) per uttapa,3.4 g,0 mg,16 Calories,0.1 g,0.2 g,0.3 g,0 mg
Fruity Iced Tea,Fruity Iced Tea Recipe (Step By Step Recipes For Kids),https://www.tarladalal.com/fruity-iced-tea-2572r,https://www.tarladalal.com/calories-for-Fruity-Iced-Tea-2572,71,5,For The Garnish | Main Ingredients,glasse,Nutrient values (Abbrv) per glasse,35.1 g,0 mg,148 Calories,0.4 g,1.9 g,1.2 g,8 mg
Microwave Coconut Barfi,Microwave Coconut Barfi Recipe,https://www.tarladalal.com/microwave-coconut-barfi-4937r,https://www.tarladalal.com/calories-for-Microwave-Coconut-Barfi-4937,71,6,Main Ingredients,piece,Nutrient values (Abbrv) per piece,6.3 g,1 mg,78 Calories,5.5 g,1.4 g,0.7 g,3 mg
Kand Stir Fry,Kand Stir Fry Recipe (Indian Purple Yam Stir Fry),https://www.tarladalal.com/kand-stir-fry-purple-yam-stir-fry-213r,https://www.tarladalal.com/calories-for-Kand-Stir-Fry-Purple-Yam-Stir-Fry-213,71,9,For Kand Stir Fry,serving,Nutrient values (Abbrv) per serving,28.3 g,0 mg,268 Calories,15.7 g,5.3 g,4.4 g,12 mg
Eggless Bread Butter Pudding,Eggless Bread Butter Pudding Recipe,https://www.tarladalal.com/bread-and-butter-pudding-eggless-bread-and-butter-pudding-recipe-1309r,https://www.tarladalal.com/calories-for-Bread-and-Butter-Pudding-Eggless-Bread-and-Butter-Pudding-Recipe-1309,71,11,For Bread Butter Pudding | For The Garnish,serving,Nutrient values (Abbrv) per serving,38.5 g,52 mg,397 Calories,23.3 g,0.2 g,7.9 g,139 mg
Bhindi Kali Mirch,Bhindi Kali Mirch Recipe (Ladies Finger Stir Fry),https://www.tarladalal.com/bhindi-kali-mirch-210r,https://www.tarladalal.com/calories-for-Bhindi-Kali-Mirch-210,71,8,,,Nutrient values (Abbrv) per null,6.0 g,0 mg,166 Calories,15.1 g,2.4 g,1.4 g,5 mg
Roasted Bell Peppers,Roasted Bell Peppers Recipe,https://www.tarladalal.com/roasted-bell-peppers-capsicum-42179r,https://www.tarladalal.com/calories-for-Roasted-Bell-Peppers-Capsicum-42179,71,5,For Roasted Bell Peppers,serving,Nutrient values (Abbrv) per serving,3.5 g,0 mg,49 Calories,3.6 g,1.8 g,1.1 g,3 mg
Banana And Walnut Bread,Banana And Walnut Bread Recipe,https://www.tarladalal.com/banana-and-walnut-bread-eggless-banana-and-walnut-bread-40812r,https://www.tarladalal.com/calories-for-Banana-and-Walnut-Bread-Eggless-Banana-and-Walnut-Bread-40812,71,9,For Banana and Walnut Bread,loaf,Nutrient values (Abbrv) per loaf,171.8 g,113 mg,1304 Calories,59.2 g,4.1 g,19.6 g,1188 mg
Rich Vanilla Ice-Cream,Rich Vanilla Ice-Cream Recipe (Vanilla Ice-Cream),https://www.tarladalal.com/rich-vanilla-ice-cream-3978r,https://www.tarladalal.com/calories-for-Rich-Vanilla-Ice-cream-3978,71,4,Main Ingredients,serving,Nutrient values (Abbrv) per serving,21.9 g,5 mg,309 Calories,23.0 g,0.0 g,2.9 g,29 mg
Ravioli,Ravioli Recipe (Ravioli In Pink Sauce),https://www.tarladalal.com/ravioli-veg-ravioli-in-pink-sauce-2206r,https://www.tarladalal.com/calories-for-Ravioli-Veg-Ravioli-in-Pink-Sauce-2206,71,24,For The Cheesy Spinach Corn Stuffing | For The Pink Sauce | For The Ravioli | Other Ingredients,serving,Nutrient values (Abbrv) per serving,38.1 g,34 mg,384 Calories,19.7 g,3.7 g,12.0 g,342 mg
Eggless Nutella Mousse,Eggless Nutella Mousse Recipe (Quick Nutella Mousse),https://www.tarladalal.com/quick-nutella-mousse-41441r,https://www.tarladalal.com/calories-for-Quick-Nutella-Mousse-41441,71,3,For Quick Nutella Mousse | For The Garnish,glasse,Nutrient values (Abbrv) per glasse,42.2 g,0 mg,441 Calories,28.8 g,0.0 g,3.1 g,22 mg
Saffron Chenna Pie,Saffron Chenna Pie Recipe (Baked Saffron Chenna Pie),https://www.tarladalal.com/saffron-chenna-pie-4820r,https://www.tarladalal.com/calories-for-Saffron-Chenna-Pie-4820,71,10,For The Chenna Mixture | For The Garnish | Other Ingredients,serving,Nutrient values (Abbrv) per serving,27.4 g,0 mg,149 Calories,0.5 g,1.6 g,8.5 g,134 mg
Potato Green Pea Wrap,Potato Green Pea Wrap Recipe (Aloo Matar Wrap),https://www.tarladalal.com/potato-and-green-pea-wraps-707r,https://www.tarladalal.com/calories-for-Potato-and-Green-Pea-Wraps-707,71,15,For The Dough | For The Filling,wrap,Nutrient values (Abbrv) per wrap,17.4 g,0 mg,123 Calories,4.7 g,3.3 g,3.2 g,6 mg
Fried Onions,Fried Onions Recipe (How To Make Fried Onions),https://www.tarladalal.com/fried-onions-how-to-make-fried-onions-42752r,https://www.tarladalal.com/calories-for-Fried-Onions-How-To-Make-Fried-Onions-42752,71,3,For Fried Onions,cups fried onion,Nutrient values (Abbrv) per cups fried onion,6.7 g,0 mg,165 Calories,15.1 g,0.4 g,0.7 g,2 mg
Corn Kachori,Corn Kachori Recipe (Indian Bhutte Ki Kachori),https://www.tarladalal.com/corn-kachori-bhutte-ki-kachori-41535r,https://www.tarladalal.com/calories-for-Corn-Kachori-Bhutte-ki-Kachori-41535,71,13,For The Dough | For The Filling | Other Ingredients,kachori,Nutrient values (Abbrv) per kachori,15.5 g,0 mg,138 Calories,7.7 g,0.4 g,2.3 g,3 mg
Kit- Kat Sundae,Kit- Kat Sundae Recipe,https://www.tarladalal.com/kit--kat-sundae-39711r,https://www.tarladalal.com/calories-for-Kit--Kat-Sundae-39711,71,9,For The Chocolate Fudge Sauce (makes 8 Tbsp) | For The Garnish | Other Ingredients,glasse,Nutrient values (Abbrv) per glasse,54.6 g,23 mg,571 Calories,41.3 g,0.8 g,9.3 g,112 mg
Crispy Aloo Chaat,Crispy Aloo Chaat Recipe (Spicy Potato Chaat),https://www.tarladalal.com/crispy-aloo-chaat-spicy-potato-chaat-alu-chaat-522r,https://www.tarladalal.com/calories-for-Crispy-Aloo-Chaat-Spicy-Potato-Chaat-Alu-Chaat-522,71,7,Main Ingredients,serving,Nutrient values (Abbrv) per serving,33.9 g,0 mg,371 Calories,25.2 g,2.6 g,2.4 g,17 mg
Chola Dal Dhoklas ( Home Remedies ),Chola Dal Dhoklas ( Home Remedies ) Recipe,https://www.tarladalal.com/chola-dal-dhoklas--home-remedies-recipe-4250r,https://www.tarladalal.com/calories-for-Chola-Dal-Dhoklas--Home-Remedies-Recipe-4250,71,8,Main Ingredients | Other Ingredients,serving,Nutrient values (Abbrv) per serving,15.9 g,0 mg,100 Calories,0.9 g,5.1 g,7.2 g,14 mg
Bhavnagari Chillies ( Faraal ),Bhavnagari Chillies ( Faraal ) Recipe,https://www.tarladalal.com/bhavnagri-chillies---faraal-recipe-32563r,https://www.tarladalal.com/calories-for-Bhavnagri-Chillies---Faraal-Recipe-32563,71,7,For Bhavnagri Chillies,serving,Nutrient values (Abbrv) per serving,1.5 g,0 mg,76 Calories,7.7 g,0.1 g,0.3 g,0 mg
Thai Curry Bread Rolls,Thai Curry Bread Rolls Recipe,https://www.tarladalal.com/thai-curry-bread-rolls-41794r,https://www.tarladalal.com/calories-for-Thai-Curry-Bread-Rolls-41794,71,10,For The Bread Rolls | To Be Mixed Into A Thai Curry Mixture,plate,Nutrient values (Abbrv)per plate,21.2 g,6 mg,127 Calories,3.3 g,0.1 g,3.1 g,21 mg
Pomegranate Juice,Pomegranate Juice Recipe (Anar Juice For Kidney Stones),https://www.tarladalal.com/pomegranate-juice-recipe-for-kidney-stone-patients-42507r,https://www.tarladalal.com/calories-for-Pomegranate-Juice-Recipe-for-Kidney-Stone-Patients-42507,71,1,for for anar juice,cup,Nutrient values (Abbrv) per cup,41.8 g,0 mg,187 Calories,0.3 g,8.1 g,4.6 g,3 mg
Methiche Varan ( Weight Loss After Pregnancy ),Methiche Varan ( Weight Loss After Pregnancy ) Recipe,https://www.tarladalal.com/methiche-varan--weight-loss-after-pregnancy--33048r,https://www.tarladalal.com/calories-for-Methiche-Varan--Weight-Loss-After-Pregnancy--33048,71,13,Main Ingredients,serving,Nutrient values (Abbrv) per serving,17.7 g,0 mg,109 Calories,1.4 g,3.0 g,6.3 g,11 mg
Avocado Spinach Pear Smoothie,Avocado Spinach Pear Smoothie Recipe (Healthy Smoothie),https://www.tarladalal.com/avocado-spinach-pear-smoothie-healthy-smoothie-41594r,https://www.tarladalal.com/calories-for-Avocado-Spinach-Pear-Smoothie-Healthy-Smoothie-41594,71,4,For Avocado Spinach Pear Smoothie,glasse,Nutrient values (Abbrv) per glasse,13.3 g,0 mg,168 Calories,11.9 g,4.5 g,1.9 g,34 mg
Drumstick Pickle,Drumstick Pickle Recipe (Saijan Ki Phalli Achar),https://www.tarladalal.com/drumstick-pickle-south-indian-pickle-32882r,https://www.tarladalal.com/calories-for-Drumstick-Pickle-South-Indian-Pickle-32882,71,14,To Be Ground Into A Smooth Powder | for Drumstick Pickle,"cups, 28 tbsp","Nutrient values (Abbrv) per cups, 28 tbsp",12.0 g,0 mg,738 Calories,75.3 g,7.1 g,3.7 g,1943 mg
Carrot And Paneer Toast,Carrot And Paneer Toast Recipe,https://www.tarladalal.com/carrot-and-paneer-toast-1434r,https://www.tarladalal.com/calories-for-Carrot-and-Paneer-Toast-1434,71,8,For Carrot and Paneer Toast,toast,Nutrient values (Abbrv) per toast,15.3 g,2 mg,84 Calories,1.2 g,1.0 g,2.9 g,21 mg
Purple Mogri Stir Fry,Purple Mogri Stir Fry Recipe,https://www.tarladalal.com/purple-mogri-stir-fry-radish-pods-stir-fry-42279r,https://www.tarladalal.com/calories-for-Purple-Mogri-Stir-Fry-Radish-Pods-Stir-Fry-42279,71,5,For Purple Mogri Stir Fry,serving,Nutrient values (Abbrv) per serving,0.0 g,0 mg,36 Calories,4.0 g,0.0 g,0.0 g,0 mg
Coconut Curry Fried Rice,Coconut Curry Fried Rice Recipe (Mexican Coconut Curry Rice),https://www.tarladalal.com/coconut-curry-with-fried-rice-1252r,https://www.tarladalal.com/calories-for-Coconut-Curry-with-Fried-Rice-1252,71,13,For The Coconut Curry | For The Rice,serving,Nutrient values (Abbrv) per serving,63.0 g,0 mg,723 Calories,48.1 g,16.6 g,9.6 g,64 mg
Chilli Cheese Paratha,Chilli Cheese Paratha Recipe (Cheese Stuffed Paratha),https://www.tarladalal.com/chilli-cheese-paratha-42156r,https://www.tarladalal.com/calories-for-Chilli-Cheese-Paratha-42156,71,14,For The Dough | Other Ingredients For Chilli Cheese Paratha | To Be Mixed Together Into A Stuffing,paratha,Nutrient values (Abbrv) per paratha,28.6 g,18 mg,268 Calories,14.2 g,4.3 g,8.2 g,279 mg
Quinoa Corn Capsicum Salad,Quinoa Corn Capsicum Salad Recipe (Quinoa Salad),https://www.tarladalal.com/quinoa-corn-and-capsicum-salad-40497r,https://www.tarladalal.com/calories-for-Quinoa-Corn-and-Capsicum-Salad-40497,71,9,"For Quinoa , Corn and Capsicum Salad | To Be Mixed Into A Dressing",serving,Nutrient values (Abbrv) per serving,57.8 g,0 mg,395 Calories,16.8 g,14.4 g,9.9 g,6 mg
Carrot Parsley Juice,Carrot Parsley Juice Recipe,https://www.tarladalal.com/carrot-and-parsley-juice-6214r,https://www.tarladalal.com/calories-for-Carrot-and-Parsley-Juice-6214,71,6,Carrot and Parsley Juice,glasse,Nutrient values (Abbrv) per glasse,4.3 g,0 mg,20 Calories,0.2 g,1.6 g,0.4 g,12 mg
Raw Banana Methi Sabzi,Raw Banana Methi Sabzi Recipe,https://www.tarladalal.com/raw-banana-methi-sabzi-kela-methi-nu-shaak-42476r,https://www.tarladalal.com/calories-for-Raw-Banana-Methi-Sabzi-Kela-Methi-Nu-Shaak-42476,71,10,For Raw Banana Methi Sabzi,serving,Nutrient values (Abbrv) per serving,14.7 g,0 mg,114 Calories,5.3 g,1.3 g,1.8 g,22 mg
How To Make A Basic Crostini,How To Make A Basic Crostini Recipe,https://www.tarladalal.com/how-to-make-a-basic-crostini-41521r,https://www.tarladalal.com/calories-for-How-To-Make-A-Basic-Crostini-41521,71,3,For Basic Crostini Recipe,slice,Nutrient values (Abbrv) per slice,7.9 g,0 mg,43 Calories,0.8 g,0.0 g,1.2 g,1 mg
Instant Whole Wheat Masala Papad,Instant Whole Wheat Masala Papad Recipe,https://www.tarladalal.com/instant-whole-wheat-masala-papad-41908r,https://www.tarladalal.com/calories-for-Instant-Whole-Wheat-Masala-Papad-41908,71,9,Main Ingredients,papad,Nutrient values (Abbrv) per papad,6.0 g,0 mg,32 Calories,0.3 g,1.2 g,1.4 g,4 mg
Brew Black Tea,Brew Black Tea Recipe (Black Tea With Fennel),https://www.tarladalal.com/how-to-brew-indian-black-tea-black-tea-with-fennel-40676r,https://www.tarladalal.com/calories-for-How-To-Brew-Indian-Black-Tea-Black-Tea-with-Fennel-40676,71,1,For Black Tea,cup,Nutrient values (Abbrv) per cup,0.0 g,0 mg,0 Calories,0.0 g,0.0 g,0.0 g,0 mg
Chitrana Rice Made In South Indian Festivals,Chitrana Rice Made In South Indian Festivals Recipe,https://www.tarladalal.com/chitrana-rice-4761r,https://www.tarladalal.com/calories-for-Chitrana-Rice-4761,71,22,For the malagapadi powder | Main Recipe,,Nutrient values (Abbrv) per null,66.3 g,0 mg,488 Calories,19.7 g,8.5 g,12.9 g,699 mg
Ginger And Lemon Drink,Ginger And Lemon Drink Recipe (Party Drink),https://www.tarladalal.com/ginger-and-lemon-drink-party-drink-33184r,https://www.tarladalal.com/calories-for-Ginger-and-Lemon-Drink-Party-Drink-33184,71,6,For The Garnish | Main Ingredients,glasse,Nutrient values (Abbrv) per glasse,4.1 g,0 mg,20 Calories,0.3 g,0.5 g,0.3 g,1 mg
Paneer Cheese Balls,Paneer Cheese Balls Recipe (Cottage Cheese Balls),https://www.tarladalal.com/paneer-cheese-balls-indian-veg-starter-42198r,https://www.tarladalal.com/calories-for-Paneer-Cheese-Balls-Indian-Veg-Starter-42198,71,12,For Serving With Paneer Cheese Balls | Other Ingredients For Paneer Cheese Balls | To Be Mixed Into A Mixture,ball,Nutrient values (Abbrv) per ball,3.1 g,5 mg,92 Calories,7.3 g,0.2 g,3.5 g,63 mg
Burrata Cheese And Bellpepper Grilled Sandwich,Burrata Cheese And Bellpepper Grilled Sandwich Recipe,https://www.tarladalal.com/burrata-cheese-and-bellpepper-grilled-sandwich-41689r,https://www.tarladalal.com/calories-for-Burrata-Cheese-and-Bellpepper-Grilled-Sandwich-41689,71,8,Other Ingredients | To Be Mixed Into A Stuffing,sandwiche,Nutrient values (Abbrv) per sandwiche,22.0 g,17 mg,208 Calories,9.9 g,0.7 g,7.6 g,143 mg
Bean Sprouts Fried Rice,Bean Sprouts Fried Rice Recipe (Healthy Fried Rice),https://www.tarladalal.com/bean-sprouts-fried-rice-healthy-sprouts-fried-rice-31070r,https://www.tarladalal.com/calories-for-Bean-Sprouts-Fried-Rice-Healthy-Sprouts-Fried-Rice-31070,71,13,For Bean Sprouts Fried Rice | For The Garnish,serving,Nutrient values (Abbrv) per serving,26.6 g,0 mg,150 Calories,3.4 g,2.8 g,3.4 g,97 mg
Shahi Gobhi Masala,Shahi Gobhi Masala Recipe (Gobhi Matar Masala),https://www.tarladalal.com/shahi-gobhi-271r,https://www.tarladalal.com/calories-for-Shahi-Gobhi-271,71,20,For The Masala Paste | Other Ingredients For Shahi Gobhi Masala,serving,Nutrient values (Abbrv) per serving,13.6 g,0 mg,196 Calories,12.2 g,4.7 g,6.1 g,38 mg
Farali Misal,Farali Misal Recipe (Upvas Misal Indian Snack),https://www.tarladalal.com/farali-misal-maharashtrian-upvas-snack-42091r,https://www.tarladalal.com/calories-for-Farali-Misal-Maharashtrian-Upvas-Snack-42091,71,10,For Farali Misal,serving,Nutrient values (Abbrv) per serving,12.4 g,0 mg,232 Calories,18.6 g,3.9 g,5.6 g,11 mg
Dashmi Meethi Roti,Dashmi Meethi Roti Recipe (Maharashtrian Jaggery Roti),https://www.tarladalal.com/dashmi-roti---sweet--40162r,https://www.tarladalal.com/calories-for-Dashmi-Roti---Sweet--40162,71,7,For Dashmi Roti,roti,Nutrient values (Abbrv) per roti,32.8 g,1 mg,230 Calories,9.6 g,4.0 g,4.1 g,7 mg
Strawberry Steel Cut Oats,Strawberry Steel Cut Oats Recipe,https://www.tarladalal.com/strawberry-steel-cut-oats-42389r,https://www.tarladalal.com/calories-for-Strawberry-Steel-Cut-Oats-42389,71,6,For Strawberry Steel Cut Oats,serving,Nutrient values (Abbrv) per serving,39.1 g,0 mg,242 Calories,6.1 g,6.3 g,8.7 g,15 mg
Barley Soup,Barley Soup Recipe (Indian Jau Soup),https://www.tarladalal.com/barley-soup-healthy-indian-jau-soup-22234r,https://www.tarladalal.com/calories-for-Barley-Soup-Healthy-Indian-Jau-Soup-22234,71,14,For Barley Soup,serving,Nutrient values (Abbrv) per serving,12.3 g,0 mg,59 Calories,0.3 g,2.7 g,2.0 g,21 mg
