food_name,serving_type,serving_qty,serving_weight_grams,serving_weight_grams_numeric,serving_phrase,table_value_header,table_daily_value_header,nutrient_count,calcium_daily_value_pct,calcium_value,carbohydrates_daily_value_pct,carbohydrates_value,cholesterol_daily_value_pct,cholesterol_value,energy_daily_value_pct,energy_value,fat_daily_value_pct,fat_value,fiber_daily_value_pct,fiber_value,folic_acid_vitamin_b9_daily_value_pct,folic_acid_vitamin_b9_value,iron_daily_value_pct,iron_value,magnesium_daily_value_pct,magnesium_value,phosphorus_daily_value_pct,phosphorus_value,potassium_daily_value_pct,potassium_value,protein_daily_value_pct,protein_value,sodium_daily_value_pct,sodium_value,vitamin_a_daily_value_pct,vitamin_a_value,vitamin_b1_thiamine_daily_value_pct,vitamin_b1_thiamine_value,vitamin_b2_riboflavin_daily_value_pct,vitamin_b2_riboflavin_value,vitamin_b3_niacin_daily_value_pct,vitamin_b3_niacin_value,vitamin_c_daily_value_pct,vitamin_c_value,vitamin_e_daily_value_pct,vitamin_e_value,zinc_daily_value_pct,zinc_value
Lemongrass And Ginger Drink Recipe,glass,1 glass,,,,Value per glass,% Daily Values,20,6%,61.8 mg,19%,52.3 g,0%,0.0 mg,11%,213 kcal,0%,0.28 g,1%,0.38 g,3%,9.9 mcg,12%,2.3 mg,2%,10.2 mg,3%,32.5 mg,4%,126.3 mg,1%,0.6 g,0%,1.0 mg,1%,10.8 mcg,1%,0.0 mg,1%,0.0 mg,1%,0.1 mg,10%,8.2 mg,1%,0.0 mg,1%,0.2 mg
Spicy Mushroom Enchiladas Recipe (Mexican Recipes),serving,1 serving,,,,Value serving,% Daily Values,20,12%,118.2 mg,10%,27.9 g,0%,0.0 mg,11%,217 kcal,16%,9.34 g,8%,2.53 g,11%,34.5 mcg,10%,2.0 mg,0%,0.0 mg,0%,0.0 mg,7%,242.3 mg,10%,6.2 g,0%,7.4 mg,22%,220.0 mcg,15%,0.2 mg,11%,0.2 mg,18%,2.5 mg,14%,10.8 mg,-14%,-1.0 mg,4%,0.7 mg
Low Carb Chocolate Squares With Sea Salt Indian Recipe,square,1 square,,,,Value per square,% Daily Values,20,2%,16.5 mg,1%,3.7 g,0%,0.0 mg,4%,80 kcal,14%,8.19 g,1%,0.26 g,1%,2.9 mcg,5%,0.9 mg,9%,37.5 mg,5%,50.9 mg,3%,100.0 mg,3%,1.6 g,0%,0.4 mg,1%,10.1 mcg,2%,0.0 mg,1%,0.0 mg,2%,0.2 mg,0%,0.1 mg,5%,0.4 mg,1%,0.1 mg
Paneer Vegetable Paratha For Kids Recipe (Toddlers),paratha,1 paratha,,,,Value paratha,% Daily Values,20,6%,65.0 mg,7%,20.4 g,0%,0.0 mg,7%,148 kcal,9%,5.68 g,13%,3.88 g,4%,10.6 mcg,7%,1.4 mg,9%,37.7 mg,15%,152.8 mg,3%,91.1 mg,8%,4.8 g,1%,10.1 mg,22%,222.8 mcg,10%,0.1 mg,3%,0.1 mg,8%,1.2 mg,3%,2.4 mg,4%,0.3 mg,4%,0.6 mg
Air Fried Bhindi Recipe,serving,1 serving,,,,Value serving,% Daily Values,20,7%,65.6 mg,2%,6.3 g,0%,0.0 mg,2%,43 kcal,2%,1.20 g,12%,3.57 g,35%,104.0 mcg,2%,0.4 mg,12%,52.5 mg,6%,55.4 mg,3%,102.1 mg,3%,1.9 g,20%,394.4 mg,5%,51.5 mcg,5%,0.1 mg,5%,0.1 mg,4%,0.6 mg,16%,12.9 mg,2%,0.1 mg,2%,0.4 mg
Carrot Recipe (Cabbage),serving,1 serving,,,,Value serving,% Daily Values,20,14%,136.9 mg,5%,13.3 g,1%,4.0 mg,5%,107 kcal,6%,3.85 g,8%,2.30 g,6%,17.4 mcg,8%,1.5 mg,6%,28.3 mg,19%,192.2 mg,3%,104.7 mg,8%,4.8 g,41%,829.0 mg,73%,727.9 mcg,8%,0.1 mg,5%,0.1 mg,3%,0.4 mg,51%,41.0 mg,0%,0.0 mg,1%,0.2 mg
Banana Pepper Wafers ( Faraal ) Recipe,serving,1 serving,,,,Value serving,% Daily Values,20,1%,7.2 mg,4%,10.1 g,0%,0.0 mg,3%,69 kcal,4%,2.65 g,1%,0.36 g,4%,11.8 mcg,24%,4.5 mg,0%,0.0 mg,0%,0.0 mg,4%,139.0 mg,2%,1.0 g,1%,10.8 mg,4%,44.1 mcg,0%,0.0 mg,1%,0.0 mg,1%,0.1 mg,22%,17.3 mg,-10%,-0.7 mg,0%,0.0 mg
Pear And Pomegranate Juice Recipe,small glass,1 small glass,,,,Value per small glass,% Daily Values,20,3%,25.3 mg,13%,37.1 g,0%,0.0 mg,8%,164 kcal,1%,0.42 g,33%,9.88 g,22%,65.6 mcg,17%,3.3 mg,17%,72.9 mg,12%,121.2 mg,9%,322.1 mg,5%,3.1 g,0%,9.7 mg,4%,41.0 mcg,12%,0.2 mg,9%,0.2 mg,5%,0.7 mg,35%,28.2 mg,13%,1.0 mg,7%,1.2 mg
Phudina Gobi Recipe (Healthy Phudina Gobi),serving,1 serving,,,,Value serving,% Daily Values,20,3%,31.1 mg,1%,3.4 g,1%,3.8 mg,2%,39 kcal,3%,2.10 g,8%,2.35 g,11%,33.0 mcg,6%,1.2 mg,3%,12.5 mg,4%,35.1 mg,2%,87.4 mg,3%,1.6 g,2%,39.0 mg,33%,330.2 mcg,2%,0.0 mg,3%,0.1 mg,4%,0.5 mg,41%,32.5 mg,2%,0.2 mg,1%,0.2 mg
Vegetables In Coconut Curry Recipe,serving,1 serving,,,,Value serving,% Daily Values,20,3%,34.4 mg,6%,16.3 g,0%,0.0 mg,11%,211 kcal,24%,14.68 g,24%,7.18 g,5%,15.1 mcg,7%,1.3 mg,0%,0.0 mg,0%,0.0 mg,2%,86.5 mg,6%,3.5 g,1%,10.6 mg,44%,437.8 mcg,4%,0.1 mg,3%,0.1 mg,5%,0.7 mg,7%,5.3 mg,-16%,-1.2 mg,1%,0.2 mg
Pasta With Chunky Tomato Sauce ( Microwave Recipes) Recipe,serving,1 serving,,,,Value serving,% Daily Values,20,7%,74.9 mg,7%,18.4 g,0%,0.0 mg,7%,145 kcal,11%,6.43 g,8%,2.45 g,12%,37.1 mcg,5%,1.0 mg,0%,0.0 mg,0%,0.0 mg,6%,199.8 mg,5%,3.1 g,1%,17.4 mg,50%,504.9 mcg,11%,0.2 mg,4%,0.1 mg,4%,0.6 mg,43%,34.4 mg,-19%,-1.5 mg,0%,0.1 mg
serving (185 grams) of Sama Lemon Rice,serving,1 serving,185 grams,185,serving (185 grams) of Sama Lemon Rice,Value serving,% Daily Values,20,6%,55.7 mg,12%,33.9 g,0%,0.0 mg,12%,237 kcal,15%,8.94 g,23%,6.92 g,8%,23.9 mcg,16%,3.0 mg,14%,59.5 mg,27%,269.6 mg,4%,156.0 mg,10%,6.0 g,1%,12.1 mg,53%,526.9 mcg,17%,0.2 mg,3%,0.1 mg,20%,2.7 mg,14%,11.0 mg,8%,0.6 mg,9%,1.5 mg
Yogurt Banana Candies Recipe,serving,1 serving,,,,Value serving,% Daily Values,20,3%,32.2 mg,5%,13.7 g,1%,2.0 mg,3%,69 kcal,2%,0.92 g,2%,0.63 g,0%,0.7 mcg,1%,0.2 mg,4%,16.7 mg,3%,28.9 mg,1%,42.1 mg,2%,1.0 g,1%,15.2 mg,5%,47.3 mcg,2%,0.0 mg,2%,0.0 mg,1%,0.2 mg,3%,2.6 mg,0%,0.0 mg,0%,0.0 mg
Peach Pineapple Orange Drink Recipe | Refreshing Juice,glass,1 glass,,,,Value per glass,% Daily Values,20,17%,165.8 mg,32%,88.7 g,0%,0.0 mg,19%,384 kcal,2%,1.19 g,46%,13.80 g,21%,61.9 mcg,55%,10.4 mg,35%,152.3 mg,12%,121.8 mg,11%,393.4 mg,7%,4.4 g,7%,133.1 mg,400%,3997.2 mcg,48%,0.7 mg,21%,0.4 mg,4%,0.6 mg,298%,238.2 mg,14%,1.1 mg,5%,0.8 mg
Lycopene Rich Tomato Juice Recipe,cup,1 cup,,,,Value per cup,% Daily Values,20,9%,93.6 mg,3%,7.0 g,0%,0.0 mg,2%,39 kcal,1%,0.39 g,11%,3.32 g,20%,58.5 mcg,7%,1.3 mg,5%,21.5 mg,4%,39.0 mg,8%,284.7 mg,3%,1.8 g,1%,25.2 mg,68%,684.5 mcg,17%,0.2 mg,6%,0.1 mg,6%,0.8 mg,66%,52.7 mg,0%,0.0 mg,0%,0.0 mg
Blueberry Quinoa Coconut Pancakes With Eggs Recipe,pancake,1 pancake,,,,Value per pancake,% Daily Values,20,1%,11.5 mg,8%,22.5 g,0%,0.0 mg,8%,170 kcal,13%,7.65 g,2%,0.66 g,2%,6.6 mcg,5%,1.0 mg,1%,2.7 mg,2%,21.7 mg,1%,22.3 mg,5%,3.1 g,0%,1.0 mg,7%,68.1 mcg,17%,0.2 mg,3%,0.1 mg,1%,0.1 mg,2%,1.3 mg,1%,0.1 mg,0%,0.1 mg
Blueberry Green Almond Milk Smoothie Recipe,glass,1 glass,,,,Value per glass,% Daily Values,20,9%,85.7 mg,6%,17.2 g,0%,0.0 mg,4%,87 kcal,3%,1.75 g,10%,2.92 g,7%,21.4 mcg,4%,0.7 mg,5%,21.8 mg,3%,33.4 mg,3%,117.2 mg,4%,2.2 g,2%,34.3 mg,67%,669.6 mcg,4%,0.1 mg,2%,0.0 mg,3%,0.4 mg,13%,10.4 mg,3%,0.2 mg,2%,0.4 mg
Open Vegetable And Corn Burger Recipe,open burger,1 open burger,,,,Value per open burger,% Daily Values,20,1%,13.0 mg,5%,14.9 g,0%,0.0 mg,4%,86 kcal,3%,1.95 g,0%,0.10 g,0%,0.2 mcg,3%,0.5 mg,0%,0.0 mg,0%,0.0 mg,1%,25.2 mg,3%,2.1 g,1%,17.6 mg,7%,68.6 mcg,0%,0.0 mg,0%,0.0 mg,3%,0.5 mg,0%,0.1 mg,0%,0.0 mg,1%,0.2 mg
Celery Soup With Dill Recipe (Indian Style Celery Soup),serving,1 serving,,,,Value serving,% Daily Values,20,22%,216.1 mg,3%,8.7 g,0%,0.0 mg,6%,110 kcal,10%,5.89 g,3%,0.97 g,4%,12.5 mcg,14%,2.6 mg,0%,0.0 mg,0%,0.0 mg,2%,77.9 mg,5%,3.1 g,2%,35.1 mg,45%,448.4 mcg,10%,0.1 mg,5%,0.1 mg,4%,0.6 mg,6%,4.8 mg,-15%,-1.1 mg,1%,0.1 mg
Paneer and Vegetable Appe,appe,18 grams,18 grams,18,Paneer and Vegetable Appe,Value per appe,% Daily Values,20,2%,21.1 mg,1%,2.5 g,0%,0.0 mg,1%,28 kcal,3%,1.61 g,1%,0.25 g,1%,1.7 mcg,1%,0.1 mg,0%,1.5 mg,1%,12.2 mg,0%,11.9 mg,6%,3.7 g,0%,0.6 mg,5%,46.3 mcg,1%,0.0 mg,0%,0.0 mg,1%,0.1 mg,4%,2.9 mg,0%,0.0 mg,0%,0.1 mg
Doodhi Kheer ( Microwave ) Recipe,serving,1 serving,,,,Value serving,% Daily Values,20,48%,481.1 mg,13%,36.6 g,5%,16.0 mg,20%,398 kcal,34%,20.39 g,3%,0.98 g,3%,8.5 mcg,3%,0.6 mg,7%,31.7 mg,34%,335.7 mg,4%,132.6 mg,19%,11.5 g,1%,19.9 mg,61%,605.9 mcg,10%,0.1 mg,24%,0.5 mg,3%,0.4 mg,9%,7.1 mg,0%,0.0 mg,1%,0.1 mg
Tomato Recipe (Mushroom And Spinach Pizza),slice,1 slice,,,,Value per slice,% Daily Values,20,4%,43.8 mg,4%,11.6 g,0%,1.4 mg,4%,84 kcal,5%,3.25 g,8%,2.42 g,8%,23.3 mcg,6%,1.1 mg,6%,26.8 mg,6%,59.3 mg,4%,141.9 mg,5%,2.8 g,3%,63.7 mg,56%,561.9 mcg,11%,0.2 mg,4%,0.1 mg,6%,0.8 mg,33%,26.3 mg,8%,0.6 mg,2%,0.3 mg
Herbed Mayonnaise Recipe (Sandwich Recipes),tbsp,1 tbsp,,,,Value per tbsp,% Daily Values,20,6%,55.8 mg,38%,105.7 g,0%,0.0 mg,61%,1228 kcal,174%,104.38 g,2%,0.49 g,12%,36.9 mcg,6%,1.1 mg,1%,5.3 mg,2%,16.4 mg,2%,83.1 mg,5%,3.0 g,111%,2221.3 mg,47%,470.5 mcg,46%,0.7 mg,33%,0.7 mg,0%,0.1 mg,10%,8.3 mg,1%,0.1 mg,4%,0.7 mg
Crackling Rice Topped With Manchurian Gravy Recipe,serving,1 serving,,,,Value serving,% Daily Values,20,3%,31.7 mg,23%,63.6 g,0%,0.0 mg,18%,352 kcal,14%,8.33 g,15%,4.48 g,12%,35.1 mcg,8%,1.6 mg,0%,0.0 mg,0%,0.0 mg,2%,75.8 mg,10%,6.3 g,7%,138.9 mg,15%,152.6 mcg,22%,0.3 mg,8%,0.2 mg,17%,2.4 mg,33%,26.3 mg,-11%,-0.9 mg,7%,1.2 mg
Chocolate And Cream Cake ( Cakes And Pastries ) Recipe,pastrie,1 pastrie,,,,Value per pastrie,% Daily Values,20,36%,362.9 mg,48%,131.3 g,21%,62.8 mg,45%,910 kcal,60%,36.14 g,4%,1.32 g,5%,13.8 mcg,14%,2.7 mg,3%,15.2 mg,2%,19.9 mg,17%,596.3 mg,33%,19.5 g,18%,367.5 mg,103%,1033.5 mcg,82%,1.2 mg,28%,0.6 mg,16%,2.2 mg,4%,3.1 mg,0%,0.0 mg,9%,1.6 mg
Mango Lime Dressing Recipe,cup,1 cup,,,,Value per cup,% Daily Values,20,4%,40.6 mg,11%,30.0 g,0%,0.0 mg,29%,583 kcal,85%,50.83 g,5%,1.49 g,1%,2.4 mcg,10%,1.9 mg,87%,383.7 mg,3%,25.4 mg,11%,368.0 mg,2%,1.1 g,2%,37.0 mg,429%,4290.2 mcg,9%,0.1 mg,7%,0.1 mg,9%,1.3 mg,43%,34.4 mg,1%,0.1 mg,2%,0.4 mg
Coconut Basil Smoothie Recipe,glass,1 glass,,,,Value per glass,% Daily Values,20,4%,41.3 mg,6%,16.7 g,0%,0.0 mg,7%,136 kcal,12%,7.02 g,15%,4.42 g,4%,11.7 mcg,18%,3.4 mg,14%,63.0 mg,4%,40.1 mg,3%,92.0 mg,2%,1.2 g,2%,48.8 mg,44%,440.9 mcg,21%,0.3 mg,9%,0.2 mg,2%,0.2 mg,65%,52.1 mg,2%,0.2 mg,2%,0.3 mg
Corn And Chick Pea Burger ( Burgers And Smoothies ) Recipe,burger,1 burger,,,,Value per burger,% Daily Values,20,16%,157.8 mg,37%,100.6 g,0%,0.0 mg,37%,733 kcal,52%,31.37 g,50%,15.14 g,36%,108.8 mcg,24%,4.6 mg,0%,0.0 mg,0%,0.0 mg,8%,266.3 mg,29%,17.4 g,18%,354.4 mg,74%,739.0 mcg,27%,0.4 mg,11%,0.2 mg,21%,3.0 mg,21%,16.7 mg,-130%,-9.8 mg,12%,2.1 mg
Pineapple Masala Drink,glass,1 glass,,,glass of Pineapple Masala Drink,Value per glass,% Daily Values,20,2%,16.6 mg,4%,11.9 g,0%,0.0 mg,3%,50 kcal,0%,0.08 g,8%,2.32 g,0%,0.0 mcg,11%,2.0 mg,6%,27.4 mg,1%,7.5 mg,1%,30.7 mg,1%,0.3 g,1%,29.1 mg,1%,14.9 mcg,12%,0.2 mg,5%,0.1 mg,1%,0.1 mg,40%,32.4 mg,0%,0.0 mg,0%,0.1 mg
Stir-Fried Vegetable Parathas Recipe,paratha,1 paratha,,,,Value paratha,% Daily Values,20,3%,30.0 mg,6%,16.1 g,0%,0.0 mg,5%,101 kcal,3%,1.83 g,13%,3.85 g,8%,22.5 mcg,7%,1.2 mg,8%,35.8 mg,11%,113.2 mg,5%,179.5 mg,9%,5.6 g,3%,65.3 mg,17%,170.5 mcg,7%,0.1 mg,4%,0.1 mg,6%,0.8 mg,24%,19.2 mg,-1%,-0.0 mg,3%,0.5 mg
Baby Potatoes and Bell Pepper Stir-fry,serving,1 serving,,,serving of Baby Potatoes and Bell Pepper Stir-fry,Value serving,% Daily Values,20,2%,24.3 mg,7%,19.1 g,0%,0.0 mg,6%,118 kcal,7%,3.91 g,6%,1.78 g,6%,18.4 mcg,3%,0.6 mg,6%,26.3 mg,5%,49.6 mg,7%,245.8 mg,3%,1.8 g,0%,9.7 mg,29%,285.6 mcg,13%,0.2 mg,1%,0.0 mg,7%,1.0 mg,54%,43.3 mg,2%,0.1 mg,3%,0.5 mg
Orange And Pineapple Pudding Recipe,serving,1 serving,,,,Value serving,% Daily Values,20,2%,18.0 mg,10%,27.0 g,0%,0.0 mg,8%,163 kcal,9%,5.27 g,1%,0.30 g,1%,4.0 mcg,1%,0.1 mg,1%,4.2 mg,0%,4.2 mg,1%,36.9 mg,4%,2.3 g,1%,13.3 mg,27%,265.0 mcg,0%,0.0 mg,0%,0.0 mg,0%,0.0 mg,7%,5.9 mg,-2%,-0.2 mg,0%,0.1 mg
Lemon Grass Infusion Drink ( Diabetic ) Recipe,glass,1 glass,,,,Value glass,% Daily Values,20,2%,22.5 mg,1%,2.7 g,0%,0.0 mg,1%,13 kcal,0%,0.12 g,2%,0.54 g,5%,14.5 mcg,9%,1.8 mg,2%,9.7 mg,1%,12.6 mg,2%,64.4 mg,1%,0.5 g,0%,0.5 mg,12%,121.5 mcg,1%,0.0 mg,1%,0.0 mg,1%,0.2 mg,5%,3.7 mg,0%,0.0 mg,1%,0.2 mg
Baby Corn Hara Masala,serving,1 serving,,,serving of Baby Corn Hara Masala,Value serving,% Daily Values,20,4%,37.8 mg,9%,24.4 g,0%,0.0 mg,8%,169 kcal,13%,7.69 g,8%,2.54 g,9%,26.5 mcg,3%,0.6 mg,6%,24.9 mg,7%,66.4 mg,6%,201.3 mg,6%,3.4 g,1%,11.3 mg,74%,738.4 mcg,7%,0.1 mg,4%,0.1 mg,2%,0.3 mg,25%,20.4 mg,4%,0.3 mg,3%,0.5 mg
Basil Corn Fusilli Recipe (Pizzas & Pasta Recipes),serving,1 serving,,,,Value serving,% Daily Values,20,4%,39.0 mg,26%,72.5 g,0%,0.0 mg,26%,512 kcal,34%,20.22 g,7%,2.22 g,15%,43.7 mcg,19%,3.6 mg,0%,0.0 mg,0%,0.0 mg,9%,305.3 mg,20%,11.8 g,1%,13.3 mg,25%,248.8 mcg,56%,0.8 mg,19%,0.4 mg,39%,5.4 mg,15%,12.1 mg,-24%,-1.8 mg,8%,1.3 mg
Fruity Beetroot Soda Recipe,glass,1 glass,,,,Value glass,% Daily Values,20,8%,78.0 mg,6%,15.8 g,0%,0.0 mg,4%,77 kcal,2%,0.96 g,10%,2.93 g,3%,8.0 mcg,6%,1.2 mg,7%,32.6 mg,2%,15.4 mg,8%,287.8 mg,2%,1.2 g,3%,63.4 mg,1%,6.2 mcg,6%,0.1 mg,3%,0.1 mg,1%,0.1 mg,66%,52.9 mg,3%,0.2 mg,1%,0.1 mg
Minty Green Pea And Corn Soup Recipe,serving,1 serving,,,,Value serving,% Daily Values,20,7%,72.4 mg,7%,18.1 g,1%,4.0 mg,6%,117 kcal,4%,2.16 g,19%,5.76 g,7%,21.0 mcg,7%,1.4 mg,8%,35.7 mg,12%,118.3 mg,5%,180.6 mg,11%,6.3 g,1%,12.0 mg,14%,139.8 mcg,17%,0.2 mg,4%,0.1 mg,10%,1.4 mg,10%,8.0 mg,1%,0.1 mg,2%,0.3 mg
Temblaque Recipe (Dinner Recipes),serving,1 serving,,,,Value per serving,% Daily Values,20,4%,44.5 mg,21%,56.9 g,0%,0.0 mg,37%,741 kcal,90%,53.90 g,65%,19.50 g,23%,68.4 mcg,20%,3.8 mg,0%,0.0 mg,0%,0.0 mg,2%,67.1 mg,13%,7.8 g,0%,1.1 mg,0%,0.7 mcg,27%,0.4 mg,15%,0.3 mg,23%,3.2 mg,2%,1.3 mg,-20%,-1.5 mg,2%,0.4 mg
Mock Peach Slush ( Healthy Diabetic ) Recipe,glass,1 glass,,,,Value per glass,% Daily Values,20,2%,19.5 mg,5%,14.7 g,0%,0.0 mg,3%,68 kcal,1%,0.37 g,5%,1.42 g,2%,4.8 mcg,14%,2.7 mg,6%,24.3 mg,5%,46.5 mg,15%,519.8 mg,2%,1.4 g,0%,2.3 mg,11%,110.0 mcg,2%,0.0 mg,2%,0.0 mg,4%,0.6 mg,10%,8.2 mg,11%,0.8 mg,1%,0.2 mg
serving ( 5 puris of 6.5 grams each) of Baked Soya Puris,serving,1 serving,,,serving ( 5 puris of 6.5 grams each) of Baked Soya Puris,Value serving,% Daily Values,20,4%,44.9 mg,7%,19.9 g,0%,0.0 mg,7%,149 kcal,10%,6.17 g,12%,3.65 g,9%,26.8 mcg,9%,1.7 mg,13%,59.3 mg,12%,122.2 mg,6%,196.2 mg,8%,4.9 g,0%,5.8 mg,0%,3.7 mcg,12%,0.2 mg,5%,0.1 mg,10%,1.3 mg,0%,0.0 mg,10%,0.7 mg,6%,1.0 mg
Mixed Dal And Vegetable Mash For Babies Recipe,3/4 cup,1 3/4 cup,,,,Value per 3/4 cup,% Daily Values,20,8%,81.2 mg,10%,28.1 g,0%,0.0 mg,8%,156 kcal,1%,0.48 g,20%,6.07 g,18%,53.3 mcg,14%,2.7 mg,12%,53.3 mg,33%,328.4 mg,12%,404.8 mg,16%,9.9 g,1%,25.6 mg,105%,1052.3 mcg,15%,0.2 mg,5%,0.1 mg,10%,1.3 mg,11%,8.9 mg,0%,0.0 mg,8%,1.4 mg
Burritos ( Healthy Diabetic ) Recipe,burrito,1 burrito,,,,Value burrito,% Daily Values,20,8%,76.6 mg,7%,18.5 g,0%,0.9 mg,6%,114 kcal,5%,2.75 g,14%,4.05 g,7%,22.3 mcg,8%,1.5 mg,9%,39.5 mg,11%,114.8 mg,5%,180.0 mg,7%,4.4 g,2%,47.0 mg,38%,375.7 mcg,14%,0.2 mg,4%,0.1 mg,7%,1.0 mg,50%,40.3 mg,3%,0.2 mg,3%,0.5 mg
Herbed Potato Recipe (Baby Potatoes With Mayo Dip),serving,1 serving,,,,Value serving,% Daily Values,20,3%,32.7 mg,14%,39.5 g,7%,20.0 mg,16%,328 kcal,33%,19.72 g,7%,1.96 g,7%,22.5 mcg,3%,0.7 mg,0%,0.0 mg,0%,0.0 mg,9%,297.5 mg,4%,2.5 g,18%,353.4 mg,33%,325.8 mcg,14%,0.2 mg,5%,0.1 mg,10%,1.4 mg,25%,19.7 mg,-124%,-9.3 mg,4%,0.7 mg
Herb Cheese Recipe,tbsp,1 tbsp,,,,Value per tbsp,% Daily Values,20,97%,972.8 mg,12%,32.7 g,0%,1.0 mg,12%,231 kcal,2%,1.10 g,2%,0.62 g,9%,26.0 mcg,5%,0.9 mg,25%,111.8 mg,19%,192.4 mg,2%,80.3 mg,38%,22.5 g,16%,320.6 mg,171%,1710.6 mcg,0%,0.0 mg,2%,0.0 mg,1%,0.1 mg,16%,12.7 mg,1%,0.1 mg,1%,0.1 mg
Kewra Phirni Recipe (Indian Low Calorie Sweet Recipes),serving,1 serving,,,,Value serving,% Daily Values,20,42%,421.5 mg,12%,33.2 g,11%,32.0 mg,17%,332 kcal,22%,13.08 g,2%,0.62 g,4%,12.4 mcg,3%,0.5 mg,12%,51.5 mg,28%,284.0 mg,6%,197.3 mg,16%,9.6 g,2%,38.8 mg,32%,320.0 mcg,6%,0.1 mg,11%,0.2 mg,3%,0.5 mg,3%,2.0 mg,0%,0.0 mg,1%,0.2 mg
Green Peas Kheer Recipe (Matar Ki Kheer),serving,1 serving,,,,Value serving,% Daily Values,20,34%,341.8 mg,13%,36.1 g,8%,25.2 mg,16%,312 kcal,17%,10.33 g,14%,4.12 g,5%,15.9 mcg,6%,1.1 mg,11%,47.1 mg,27%,272.2 mg,5%,182.2 mg,17%,10.2 g,2%,33.6 mg,29%,290.6 mcg,6%,0.1 mg,8%,0.2 mg,2%,0.3 mg,7%,5.8 mg,1%,0.1 mg,0%,0.0 mg
Cinnamon Rolls Recipe (Baked Cinnamon Pinwheels),piece,1 piece,,,,Value per piece,% Daily Values,20,0%,0.7 mg,2%,5.3 g,3%,7.5 mg,2%,46 kcal,4%,2.48 g,0%,0.00 g,0%,0.0 mcg,0%,0.1 mg,0%,0.0 mg,0%,0.6 mg,0%,0.8 mg,1%,0.5 g,1%,24.8 mg,10%,96.0 mcg,0%,0.0 mg,0%,0.0 mg,0%,0.0 mg,0%,0.0 mg,1%,0.1 mg,0%,0.0 mg
Traditional Pearl Onion Rice Recipe,serving,1 serving,,,,Value serving,% Daily Values,20,6%,57.3 mg,1%,3.4 g,0%,0.0 mg,10%,203 kcal,34%,20.33 g,0%,0.12 g,0%,1.2 mcg,1%,0.1 mg,0%,0.0 mg,0%,0.0 mg,1%,24.4 mg,3%,2.0 g,0%,8.7 mg,27%,268.8 mcg,0%,0.0 mg,0%,0.0 mg,0%,0.1 mg,0%,0.2 mg,-3%,-0.2 mg,1%,0.1 mg
Thousand Island Dressing ( Salad Dressing) Recipe,tbsp,1 tbsp,,,,Value per tbsp,% Daily Values,20,24%,238.5 mg,14%,37.2 g,2%,7.2 mg,38%,763 kcal,109%,65.44 g,1%,0.30 g,4%,11.7 mcg,1%,0.2 mg,2%,11.0 mg,7%,65.1 mg,8%,272.2 mg,20%,12.0 g,29%,579.9 mg,135%,1354.5 mcg,6%,0.1 mg,3%,0.1 mg,1%,0.1 mg,23%,18.8 mg,-19%,-1.4 mg,3%,0.5 mg
Spaghetti Souffle Recipe (Vegetarian Recipes),serving,1 serving,,,,Value serving,% Daily Values,20,23%,231.3 mg,5%,15.0 g,0%,0.0 mg,11%,216 kcal,20%,11.80 g,0%,0.07 g,5%,14.6 mcg,6%,1.1 mg,0%,0.0 mg,0%,0.0 mg,3%,87.8 mg,14%,8.7 g,2%,47.7 mg,43%,434.0 mcg,12%,0.2 mg,8%,0.2 mg,7%,1.0 mg,3%,2.7 mg,-14%,-1.1 mg,1%,0.2 mg
Creamy Almond Soup ( Jain International ) Recipe,serving,1 serving,,,,Value serving,% Daily Values,20,13%,131.7 mg,2%,5.4 g,0%,0.0 mg,9%,178 kcal,24%,14.53 g,4%,1.29 g,2%,5.7 mcg,4%,0.8 mg,0%,0.0 mg,0%,0.0 mg,3%,94.8 mg,6%,3.7 g,1%,10.5 mg,15%,147.5 mcg,5%,0.1 mg,5%,0.1 mg,4%,0.6 mg,1%,0.5 mg,-16%,-1.2 mg,2%,0.4 mg
Cheese And Carrot Dip Recipe (Indian Vegetarian Recipes),serving,1 serving,,,,Value serving,% Daily Values,20,11%,112.2 mg,1%,3.2 g,3%,8.9 mg,4%,71 kcal,7%,4.44 g,1%,0.35 g,1%,3.8 mcg,1%,0.2 mg,2%,9.4 mg,10%,96.2 mg,2%,55.5 mg,4%,2.5 g,2%,39.3 mg,22%,218.4 mcg,3%,0.0 mg,2%,0.0 mg,1%,0.1 mg,9%,6.8 mg,-0%,-0.0 mg,0%,0.0 mg
Baked Carrot and Spring Onion Open Toast,open toast,1 open toast,,,Baked Carrot and Spring Onion Open Toast,Value per open toast,% Daily Values,20,2%,21.5 mg,9%,23.5 g,1%,2.5 mg,8%,153 kcal,8%,5.03 g,1%,0.45 g,1%,1.6 mcg,4%,0.9 mg,0%,1.7 mg,4%,39.8 mg,2%,53.7 mg,6%,3.3 g,1%,26.6 mg,26%,261.0 mcg,5%,0.1 mg,0%,0.0 mg,5%,0.7 mg,2%,1.3 mg,0%,0.0 mg,0%,0.0 mg
